SECTOR_CODE,CD_NUMBER,CD_DATE,INBOUND_TYPE,ITEM_NUMBER,HS_CODE,QUANTITY,UNIT_PRICE,AMOUNT_USD,CURRENCY_CODE
PCS,020320071037123222,12/20/2007 00:00:00,NORMAL IMPORT 0615,SYN1416B,8517629900,20003,14.86,297244.58,USD
PCS,020820071087165808,12/18/2007 00:00:00,NORMAL IMPORT 0615,SYN1439A,8517629900,450,9.23,4153.5,USD
PCS,020820071087167869,12/26/2007 00:00:00,NORMAL IMPORT 0615,SYN1439A,8517629900,3600,9.23,33228,USD
PCS,020820071087167869,12/26/2007 00:00:00,NORMAL IMPORT 0615,SYN1439A,8517629900,900,9.23,8307,USD
PCS,020820071087167016,12/27/2007 00:00:00,NORMAL IMPORT 0615,SYN1685C,8517629900,900,9.43,8487,USD
PCS,010120071017254694,12/20/2007 00:00:00,NORMAL IMPORT 0615,4888735Y03,8517629900,3000,3.9333,11799.9,USD
PCS,010120071017254693,12/20/2007 00:00:00,NORMAL IMPORT 0615,SYN2487A,8517629900,552,23.14,12773.28,USD
PCS,010120071017249675,12/22/2007 00:00:00,NORMAL IMPORT 0615,SYN2305B,8517629900,1000,18.27,18270,USD
PCS,010120071017249676,12/22/2007 00:00:00,NORMAL IMPORT 0615,SYN2305B,8517629900,1000,18.27,18270,USD
PCS,020320071037132288,12/28/2007 00:00:00,NORMAL IMPORT 0615,SYN1843A,8517629900,20,78.729,1574.58,USD
PCS,020320071037132288,12/28/2007 00:00:00,NORMAL IMPORT 0615,SYN1841A,8517629900,6,78.729,472.374,USD
PCS,020820081088053690,01/02/2008 00:00:00,NORMAL IMPORT 0615,SYN1711A,8517629900,1440,30.8,44352,USD
PCS,020320071037132236,12/28/2007 00:00:00,NORMAL IMPORT 0615,SYN0948E,8517629900,32,26.33,842.56,USD
PCS,010120071017266580,12/25/2007 00:00:00,NORMAL IMPORT 0615,SYN2487A,8517629900,312,23.14,7219.68,USD
PCS,020320071037126054,11/08/2007 00:00:00,OVERSEA FINISH GOODS RETURN,IHF150F0D3,8517629900,-37,42.3302,-1566.2174,USD
PCS,020320071037126054,11/08/2007 00:00:00,OVERSEA FINISH GOODS RETURN,IHF150F0E3,8517629900,-10,40.5366,-405.366,USD
PCS,020320071037126054,11/08/2007 00:00:00,OVERSEA FINISH GOODS RETURN,IHF150FTD3,8517629900,-51,41.8733,-2135.5383,USD
PCS,010120071017254867,12/21/2007 00:00:00,NORMAL IMPORT 0615,SYN1821B,8517629900,38,13.54,514.52,USD
PCS,010120071017254867,12/21/2007 00:00:00,NORMAL IMPORT 0615,SYN1821B,8517629900,-38,13.54,-760.4605448,EUR
PCS,010120071017254867,12/21/2007 00:00:00,NORMAL IMPORT 0615,SYN1821B,8517629900,38,13.54,760.4605448,EUR
PCS,020320081038047535,01/13/2008 00:00:00,NORMAL IMPORT 0615,4888735Y03,8517629900,9000,3.4496,31046.4,USD
PCS,020320081038047703,01/17/2008 00:00:00,NORMAL IMPORT 0615,SYN1976A,8517629900,40,18.8988,755.952,USD
PCS,010120071017254938,12/28/2007 00:00:00,NORMAL IMPORT 0615,4888735Y03,8517629900,42000,3.4496,144883.2,USD
PCS,020320081038054839,01/11/2008 00:00:00,NORMAL IMPORT 0615,SYN1841A,8517629900,12,78.729,944.748,USD
PCS,020320081038054841,01/11/2008 00:00:00,NORMAL IMPORT 0615,4888735Y03,8517629900,36000,3.4496,124185.6,USD
PCS,010120071017228816,11/30/2007 00:00:00,NORMAL IMPORT 0615,SYN1821B,8517629900,5000,13.54,67700,USD
PCS,010120081018038675,01/25/2008 00:00:00,NORMAL IMPORT 0615,SYN1976A,8517629900,200,18.8988,3779.76,USD
PCS,020320081038050325,02/04/2008 00:00:00,NORMAL IMPORT 0615,SYN1976A,8517629900,400,18.8988,7559.52,USD
PCS,010120081018064613,03/09/2008 00:00:00,NORMAL IMPORT 0615,4888735Y03,8517629900,18000,3.4496,62092.8,USD
PCS,020320081038038880,03/20/2008 00:00:00,NORMAL IMPORT 0615,4888735Y03,8517629900,24000,3.4496,82790.4,USD
PCS,020320081038038975,03/21/2008 00:00:00,NORMAL IMPORT 0615,4888735Y03,8517629900,30000,3.4496,103488,USD
PCS,020320081038061166,03/26/2008 00:00:00,NORMAL IMPORT 0615,SYN1976A,8517629900,600,18.8988,11339.28,USD
PCS,010120081018054203,03/27/2008 00:00:00,NORMAL IMPORT 0615,SYN1976A,8517629900,1000,18.8988,18898.8,USD
PCS,010120081018083807,04/15/2008 00:00:00,NORMAL IMPORT 0615,SYN1976A,8517629900,500,18.8988,9449.4,USD
PCS,020820081088042994,05/03/2008 00:00:00,NORMAL IMPORT 0615,SYN1716E,8517629900,210,19.39,4071.9,USD
PCS,020320081038025799,05/22/2008 00:00:00,NORMAL IMPORT 0615,4888735Y03,8517629900,15000,3.3487,50230.5,USD
PCS,020320081038025076,06/02/2008 00:00:00,NORMAL IMPORT 0615,4888735Y03,8517629900,30000,3.3487,100461,USD
PCS,020320081038025658,05/26/2008 00:00:00,NORMAL IMPORT 0615,4888735Y03,8517629900,9000,3.3487,30138.3,USD
